"","Driver","Track","Name","Pts"
"1148","B.J. McLeod","Talladega Superspeedway","YellaWood 500",0
"1149","Todd Gilliland","Talladega Superspeedway","YellaWood 500",14
"1150","Anthony Alfredo","Talladega Superspeedway","YellaWood 500",0
"1151","Noah Gragson","Talladega Superspeedway","YellaWood 500",12
"1152","Daniel Suarez","Talladega Superspeedway","YellaWood 500",11
"1153","J.J. Yeley","Talladega Superspeedway","YellaWood 500",0
"1154","A.J. Allmendinger","Talladega Superspeedway","YellaWood 500",0
"1155","Chase Elliott","Talladega Superspeedway","YellaWood 500",17
"1156","Chase Briscoe","Talladega Superspeedway","YellaWood 500",10
"1157","John Hunter Nemechek","Talladega Superspeedway","YellaWood 500",6
"1158","Austin Cindric","Talladega Superspeedway","YellaWood 500",17
"1159","Joey Logano","Talladega Superspeedway","YellaWood 500",4
"1160","Harrison Burton","Talladega Superspeedway","YellaWood 500",3
"1161","Ryan Preece","Talladega Superspeedway","YellaWood 500",2
"1162","Josh Berry","Talladega Superspeedway","YellaWood 500",1
"1163","Michael McDowell","Talladega Superspeedway","YellaWood 500",1
"1164","Daniel Hemric","Talladega Superspeedway","YellaWood 500",1
"1165","Ryan Blaney","Talladega Superspeedway","YellaWood 500",5
"1166","Ross Chastain","Talladega Superspeedway","YellaWood 500",6
"1167","Kyle Larson","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",48
"1168","Christopher Bell","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",35
"1169","William Byron","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",34
"1170","Austin Cindric","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",39
"1171","Chase Elliott","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",48
"1172","A.J. Allmendinger","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",0
"1173","Shane van Gisbergen","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",0
"1174","Joey Logano","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",47
"1175","Bubba Wallace","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",35
"1176","Ryan Blaney","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",40
"1177","Tyler Reddick","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",36
"1178","Carson Hocevar","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",25
"1179","Kyle Busch","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",27
"1180","Denny Hamlin","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",24
"1181","Michael McDowell","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",26
"1182","Ricky Stenhouse Jr.","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",21
"1183","Chris Buescher","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",20
"1184","Todd Gilliland","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",19
"1185","Zane Smith","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",18
"1186","Harrison Burton","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",17
"1187","Martin Truex Jr.","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",16
"1188","Josh Berry","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",15
"1189","Brad Keselowski","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",16
"1190","Daniel Hemric","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",13
"1191","Ryan Preece","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",12
"1192","Justin Haley","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",11
"1193","Kaz Grala","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",10
"1194","Ross Chastain","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",9
"1195","Josh Bilicki","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",0
"1196","Daniel Suarez","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",7
"1197","Noah Gragson","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",6
"1198","Austin Dillon","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",5
"1199","Erik Jones","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",4
"1200","John Hunter Nemechek","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",3
"1201","Ty Gibbs","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",6
"1202","Chase Briscoe","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",1
"1203","Corey LaJoie","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",1
"1204","Alex Bowman","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",1
"1205","Joey Logano","Las Vegas Motor Speedway","South Point 400",49
"1206","Christopher Bell","Las Vegas Motor Speedway","South Point 400",54
"1207","Daniel Suarez","Las Vegas Motor Speedway","South Point 400",37
"1208","William Byron","Las Vegas Motor Speedway","South Point 400",48
"1209","Alex Bowman","Las Vegas Motor Speedway","South Point 400",37
"1210","Martin Truex Jr.","Las Vegas Motor Speedway","South Point 400",48
"1211","Ross Chastain","Las Vegas Motor Speedway","South Point 400",30
"1212","Denny Hamlin","Las Vegas Motor Speedway","South Point 400",29
"1213","John Hunter Nemechek","Las Vegas Motor Speedway","South Point 400",28
"1214","Chris Buescher","Las Vegas Motor Speedway","South Point 400",38
"1215","Kyle Larson","Las Vegas Motor Speedway","South Point 400",27
"1216","Bubba Wallace","Las Vegas Motor Speedway","South Point 400",27
"1217","Kyle Busch","Las Vegas Motor Speedway","South Point 400",24
"1218","Corey LaJoie","Las Vegas Motor Speedway","South Point 400",23
"1219","Harrison Burton","Las Vegas Motor Speedway","South Point 400",22
"1220","Zane Smith","Las Vegas Motor Speedway","South Point 400",21
"1221","Justin Haley","Las Vegas Motor Speedway","South Point 400",24
"1222","Noah Gragson","Las Vegas Motor Speedway","South Point 400",19
"1223","Daniel Hemric","Las Vegas Motor Speedway","South Point 400",18
"1224","Michael McDowell","Las Vegas Motor Speedway","South Point 400",17
"1225","Cody Ware","Las Vegas Motor Speedway","South Point 400",16
"1226","Ryan Preece","Las Vegas Motor Speedway","South Point 400",16
"1227","Carson Hocevar","Las Vegas Motor Speedway","South Point 400",14
"1228","Josh Berry","Las Vegas Motor Speedway","South Point 400",13
"1229","Erik Jones","Las Vegas Motor Speedway","South Point 400",12
"1230","Chase Briscoe","Las Vegas Motor Speedway","South Point 400",11
"1231","Ricky Stenhouse Jr.","Las Vegas Motor Speedway","South Point 400",10
"1232","Jimmie Johnson","Las Vegas Motor Speedway","South Point 400",9
"1233","Shane van Gisbergen","Las Vegas Motor Speedway","South Point 400",0
"1234","Ty Gibbs","Las Vegas Motor Speedway","South Point 400",12
"1235","Todd Gilliland","Las Vegas Motor Speedway","South Point 400",6
"1236","Ryan Blaney","Las Vegas Motor Speedway","South Point 400",5
"1237","Chase Elliott","Las Vegas Motor Speedway","South Point 400",4
"1238","Austin Cindric","Las Vegas Motor Speedway","South Point 400",5
"1239","Tyler Reddick","Las Vegas Motor Speedway","South Point 400",12
"1240","Brad Keselowski","Las Vegas Motor Speedway","South Point 400",7
"1241","Austin Dillon","Las Vegas Motor Speedway","South Point 400",1
"1242","Tyler Reddick","Homestead-Miami Speedway","Straight Talk Wireless 400",57
"1243","Ryan Blaney","Homestead-Miami Speedway","Straight Talk Wireless 400",48
"1244","Denny Hamlin","Homestead-Miami Speedway","Straight Talk Wireless 400",48
"1245","Christopher Bell","Homestead-Miami Speedway","Straight Talk Wireless 400",46
"1246","Chase Elliott","Homestead-Miami Speedway","Straight Talk Wireless 400",49
"1247","William Byron","Homestead-Miami Speedway","Straight Talk Wireless 400",39
"1248","Alex Bowman","Homestead-Miami Speedway","Straight Talk Wireless 400",32
"1249","A.J. Allmendinger","Homestead-Miami Speedway","Straight Talk Wireless 400",0
"1250","Carson Hocevar","Homestead-Miami Speedway","Straight Talk Wireless 400",37
"1251","Ryan Preece","Homestead-Miami Speedway","Straight Talk Wireless 400",29
"1252","Josh Berry","Homestead-Miami Speedway","Straight Talk Wireless 400",26
"1253","Chase Briscoe","Homestead-Miami Speedway","Straight Talk Wireless 400",25
"1254","Kyle Larson","Homestead-Miami Speedway","Straight Talk Wireless 400",24
"1255","Michael McDowell","Homestead-Miami Speedway","Straight Talk Wireless 400",23
"1256","Chris Buescher","Homestead-Miami Speedway","Straight Talk Wireless 400",22
"1257","Daniel Suarez","Homestead-Miami Speedway","Straight Talk Wireless 400",21
"1258","Brad Keselowski","Homestead-Miami Speedway","Straight Talk Wireless 400",20
"1259","Bubba Wallace","Homestead-Miami Speedway","Straight Talk Wireless 400",28
"1260","Noah Gragson","Homestead-Miami Speedway","Straight Talk Wireless 400",18
"1261","Todd Gilliland","Homestead-Miami Speedway","Straight Talk Wireless 400",17
"1262","Ricky Stenhouse Jr.","Homestead-Miami Speedway","Straight Talk Wireless 400",16
"1263","Erik Jones","Homestead-Miami Speedway","Straight Talk Wireless 400",15
"1264","Martin Truex Jr.","Homestead-Miami Speedway","Straight Talk Wireless 400",19
"1265","Harrison Burton","Homestead-Miami Speedway","Straight Talk Wireless 400",13
"1266","Austin Dillon","Homestead-Miami Speedway","Straight Talk Wireless 400",12
"1267","John Hunter Nemechek","Homestead-Miami Speedway","Straight Talk Wireless 400",11
"1268","Austin Cindric","Homestead-Miami Speedway","Straight Talk Wireless 400",10
"1269","Joey Logano","Homestead-Miami Speedway","Straight Talk Wireless 400",9
"1270","Daniel Hemric","Homestead-Miami Speedway","Straight Talk Wireless 400",8
"1271","Zane Smith","Homestead-Miami Speedway","Straight Talk Wireless 400",7
"1272","Kyle Busch","Homestead-Miami Speedway","Straight Talk Wireless 400",6
"1273","Kaz Grala","Homestead-Miami Speedway","Straight Talk Wireless 400",5
"1274","Ross Chastain","Homestead-Miami Speedway","Straight Talk Wireless 400",4
"1275","Justin Haley","Homestead-Miami Speedway","Straight Talk Wireless 400",3
"1276","Corey LaJoie","Homestead-Miami Speedway","Straight Talk Wireless 400",2
"1277","Ty Gibbs","Homestead-Miami Speedway","Straight Talk Wireless 400",1
"1278","Chad Finchum","Homestead-Miami Speedway","Straight Talk Wireless 400",0
"1279","J.J. Yeley","Homestead-Miami Speedway","Straight Talk Wireless 400",0
"1280","Ryan Blaney","Martinsville Speedway","XFINITY 500",55
"1281","Chase Elliott","Martinsville Speedway","XFINITY 500",45
"1282","Kyle Larson","Martinsville Speedway","XFINITY 500",46
"1283","Austin Cindric","Martinsville Speedway","XFINITY 500",33
"1284","Denny Hamlin","Martinsville Speedway","XFINITY 500",40
"1285","William Byron","Martinsville Speedway","XFINITY 500",46
"1286","Austin Dillon","Martinsville Speedway","XFINITY 500",37
"1287","Ross Chastain","Martinsville Speedway","XFINITY 500",29
"1288","Brad Keselowski","Martinsville Speedway","XFINITY 500",39
"1289","Joey Logano","Martinsville Speedway","XFINITY 500",29
"1290","Noah Gragson","Martinsville Speedway","XFINITY 500",28
"1291","Shane van Gisbergen","Martinsville Speedway","XFINITY 500",0
"1292","Alex Bowman","Martinsville Speedway","XFINITY 500",31
"1293","Ryan Preece","Martinsville Speedway","XFINITY 500",31
"1294","Chase Briscoe","Martinsville Speedway","XFINITY 500",30
"1295","Josh Berry","Martinsville Speedway","XFINITY 500",21
"1296","Daniel Hemric","Martinsville Speedway","XFINITY 500",20
"1297","Bubba Wallace","Martinsville Speedway","XFINITY 500",19
"1298","Erik Jones","Martinsville Speedway","XFINITY 500",18
"1299","Ricky Stenhouse Jr.","Martinsville Speedway","XFINITY 500",17
"1300","Zane Smith","Martinsville Speedway","XFINITY 500",16
"1301","Christopher Bell","Martinsville Speedway","XFINITY 500",20
"1302","Daniel Suarez","Martinsville Speedway","XFINITY 500",14
"1303","Martin Truex Jr.","Martinsville Speedway","XFINITY 500",13
"1304","Carson Hocevar","Martinsville Speedway","XFINITY 500",12
"1305","Todd Gilliland","Martinsville Speedway","XFINITY 500",11
"1306","Kaz Grala","Martinsville Speedway","XFINITY 500",10
"1307","Kyle Busch","Martinsville Speedway","XFINITY 500",9
"1308","Justin Haley","Martinsville Speedway","XFINITY 500",8
"1309","Chris Buescher","Martinsville Speedway","XFINITY 500",7
"1310","John Hunter Nemechek","Martinsville Speedway","XFINITY 500",6
"1311","Ty Gibbs","Martinsville Speedway","XFINITY 500",5
"1312","Michael McDowell","Martinsville Speedway","XFINITY 500",4
"1313","Tyler Reddick","Martinsville Speedway","XFINITY 500",3
"1314","Corey LaJoie","Martinsville Speedway","XFINITY 500",2
"1315","Harrison Burton","Martinsville Speedway","XFINITY 500",1
"1316","Josh Bilicki","Martinsville Speedway","XFINITY 500",0
"1317","Joey Logano","Phoenix Raceway","NASCAR Cup Series Championship",40
"1318","Ryan Blaney","Phoenix Raceway","NASCAR Cup Series Championship",35
"1319","William Byron","Phoenix Raceway","NASCAR Cup Series Championship",34
"1320","Kyle Larson","Phoenix Raceway","NASCAR Cup Series Championship",39
"1321","Christopher Bell","Phoenix Raceway","NASCAR Cup Series Championship",49
"1322","Tyler Reddick","Phoenix Raceway","NASCAR Cup Series Championship",31
"1323","Bubba Wallace","Phoenix Raceway","NASCAR Cup Series Championship",30
"1324","Chase Elliott","Phoenix Raceway","NASCAR Cup Series Championship",38
"1325","Chris Buescher","Phoenix Raceway","NASCAR Cup Series Championship",33
"1326","Daniel Suarez","Phoenix Raceway","NASCAR Cup Series Championship",27
"1327","Denny Hamlin","Phoenix Raceway","NASCAR Cup Series Championship",35
"1328","Noah Gragson","Phoenix Raceway","NASCAR Cup Series Championship",25
"1329","Austin Cindric","Phoenix Raceway","NASCAR Cup Series Championship",25
"1330","Alex Bowman","Phoenix Raceway","NASCAR Cup Series Championship",23
"1331","Brad Keselowski","Phoenix Raceway","NASCAR Cup Series Championship",22
"1332","Harrison Burton","Phoenix Raceway","NASCAR Cup Series Championship",21
"1333","Martin Truex Jr.","Phoenix Raceway","NASCAR Cup Series Championship",31
"1334","Carson Hocevar","Phoenix Raceway","NASCAR Cup Series Championship",19
"1335","Ross Chastain","Phoenix Raceway","NASCAR Cup Series Championship",18
"1336","Todd Gilliland","Phoenix Raceway","NASCAR Cup Series Championship",17
"1337","Kyle Busch","Phoenix Raceway","NASCAR Cup Series Championship",16
"1338","Erik Jones","Phoenix Raceway","NASCAR Cup Series Championship",15
"1339","Daniel Hemric","Phoenix Raceway","NASCAR Cup Series Championship",14
"1340","Josh Berry","Phoenix Raceway","NASCAR Cup Series Championship",13
"1341","Derek Kraus","Phoenix Raceway","NASCAR Cup Series Championship",12
"1342","Jimmie Johnson","Phoenix Raceway","NASCAR Cup Series Championship",11
"1343","Austin Dillon","Phoenix Raceway","NASCAR Cup Series Championship",10
"1344","Justin Haley","Phoenix Raceway","NASCAR Cup Series Championship",9
"1345","Chase Briscoe","Phoenix Raceway","NASCAR Cup Series Championship",8
"1346","John Hunter Nemechek","Phoenix Raceway","NASCAR Cup Series Championship",7
"1347","Michael McDowell","Phoenix Raceway","NASCAR Cup Series Championship",6
"1348","Corey LaJoie","Phoenix Raceway","NASCAR Cup Series Championship",5
"1349","Ricky Stenhouse Jr.","Phoenix Raceway","NASCAR Cup Series Championship",4
"1350","Kaz Grala","Phoenix Raceway","NASCAR Cup Series Championship",3
"1351","J.J. Yeley","Phoenix Raceway","NASCAR Cup Series Championship",0
"1352","Chad Finchum","Phoenix Raceway","NASCAR Cup Series Championship",0
"1353","Ryan Preece","Phoenix Raceway","NASCAR Cup Series Championship",1
"1354","Jeb Burton","Phoenix Raceway","NASCAR Cup Series Championship",0
"1355","Zane Smith","Phoenix Raceway","NASCAR Cup Series Championship",1
"1356","Ty Gibbs","Phoenix Raceway","NASCAR Cup Series Championship",1
